id,address_number,street_name,place_name,state_name,zip_code,lat,lon
P003257157,4850,W MAYPOLE,Chicago,IL,,41.884435,-87.74664799999998
P003090506,11650,S MICHIGAN,Chicago,IL,,41.86753,-87.62402099999998
P002120070,2750,E 79TH ST,Chicago,IL,,41.75097999999999,-87.622996
P003012489,950,W NORTH,Chicago,IL,,41.91118099999999,-87.631682
P003797317,4850,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003063623,550,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003117838,2350,W MARQUETTE RD,Chicago,IL,,41.77273,-87.62804399999999
P003927057,3250,W 26TH ST,Chicago,IL,,41.845469,-87.636031
P003134452,6050,N SHERIDAN,Chicago,IL,,41.99195699999999,-87.65544399999999
P003329033,3650,S DAMEN,Chicago,IL,,41.88001299999999,-87.67661199999998
P003013258,6150,N WINTHROP,Chicago,IL,,41.993772448005295,-87.6583301112214
P003257066,7350,S ASHLAND,Chicago,IL,,41.87163,-87.66643899999998
P003129691,6050,W FULLERTON,Chicago,IL,,41.923801664930856,-87.7772633573022
P003073491,750,N MICHIGAN,Chicago,IL,,41.88447099999999,-87.62445199999998
P003298527,3050,W 73RD ST,Chicago,IL,,41.76078664600339,-87.69938411255144
P003274554,2350,N ORCHARD,Chicago,IL,,41.924849256137925,-87.64631483841038
P003118332,1550,E 68TH ST,Chicago,IL,,41.77150467741935,-87.58717383870967
P003795755,550,N LAMON,Chicago,IL,,41.889779690950824,-87.74807418436052
P003248803,950,W ADAMS ST,Chicago,IL,,41.879438,-87.62935199999998
P003872851,2850,S CHRISTIANA,Chicago,IL,,41.840355658271584,-87.70857721121084
P003041321,6850,S MAPLEWOOD,Chicago,IL,,41.76940206328476,-87.687045046662
P003252264,2150,N ST LOUIS,Chicago,IL,,41.88546999999999,-87.71357899999998
P003257080,5050,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003858576,2750,E 76TH ST,Chicago,IL,,41.75652699999999,-87.61827599999998
P003274264,450,W KINZIE,Chicago,IL,,41.889124,-87.63809599999998
P003872027,5150,W CHICAGO,Chicago,IL,,41.89495010045195,-87.75453249657406
P003806186,4050,W MADISON,Chicago,IL,,41.8807101707003,-87.72691947739722
P003132630,5450,N KENMORE,Chicago,IL,,41.98096017752494,-87.65654052397609
P003122274,6150,N SHERIDAN RD,Chicago,IL,,41.99380299999999,-87.655501
P003164037,10250,S AVENUE L,Chicago,IL,,41.70911084849628,-87.53649103164415
P003274558,850,N MICHIGAN,Chicago,IL,,41.88447099999999,-87.62445199999998
P003118356,350,E 63RD ST,Chicago,IL,,41.78020399999999,-87.61755199999998
P003144767,450,W MARQUETTE,Chicago,IL,,41.77277,-87.62549299999998
P003133411,6150,N SHERIDAN,Chicago,IL,,41.99380299999999,-87.655501
P003995708,5350,S PEORIA,Chicago,IL,,41.88170099999999,-87.64969699999997
P003042942,1550,N KOSTNER,Chicago,IL,,41.90846011267058,-87.73630352872017
P003199003,2850,W DIVISION,Chicago,IL,,41.9029084952744,-87.69874299483804
P003103784,2250,S CLARK,Chicago,IL,,41.880696,-87.630853
P003360455,450,W 31ST ST,Chicago,IL,,41.83826799999999,-87.62963299999998
P003764487,250,N PULASKI,Chicago,IL,,41.88480768801469,-87.72578630415323
P003087626,7950,S COTTAGE,Chicago,IL,,41.7503710104564,-87.60521326795302
P003814526,6550,S MAY ST,Chicago,IL,,41.761436,-87.65280599999998
P003952282,5850,N BROADWAY,Chicago,IL,,41.933605,-87.64466299999998
P002514908,7950,S LANGLEY,Chicago,IL,,41.750089499982856,-87.60762823660667
P003047639,4050,W CERMAK,Chicago,IL,,41.852823,-87.63729499999998
P001969559,2450,W BERWYN,Chicago,IL,,41.978211,-87.655764
P003257154,50,N CENTRAL,Chicago,IL,,41.88120045452257,-87.71590474039965
P004001761,150,W JACKSON,Chicago,IL,,41.87812289313466,-87.6332421331011
P003129680,2250,N MEADE,Chicago,IL,,41.92197,-87.77808799999998
P003360459,250,W 26TH ST,Chicago,IL,,41.84551299999999,-87.63306699999998
P003249567,6350,S RHODES,Chicago,IL,,41.779174233055755,-87.61199579250373
P003157330,7050,S ASHLAND,Chicago,IL,,41.87163,-87.66643899999998
P003047168,2650,S CENTRAL PARK,Chicago,IL,,41.8433201562507,-87.71475755289651
P003107615,1650,W CORTLAND ST,Chicago,IL,,41.9160834135814,-87.66967945055114
P003829278,3150,S UNION,Chicago,IL,,41.83692157994965,-87.64381430261616
P003144769,1050,W 63RD STREET,Chicago,IL,,41.77998699999999,-87.63015
P003169576,750,E 47TH ST,Chicago,IL,,41.80928699999999,-87.62283599999999
P003795752,350,N LARAMIE,Chicago,IL,,41.88709596892358,-87.75532143545817
P003304301,5350,N BROADWAY,Chicago,IL,,41.97907093369431,-87.65994259482962
P003764480,4050,W LAKE ST,Chicago,IL,,41.885745,-87.62949799999998
P003373458,2550,S WHIPPLE,Chicago,IL,,41.84506999999999,-87.70137599999998
P003133491,2750,W DEVON,Chicago,IL,,41.997573707131096,-87.69881090964077
P003941429,4350,N CENTRAL,Chicago,IL,,41.95924999999999,-87.71797999999998
P003118113,350,E 43RD,Chicago,IL,,41.81649999999999,-87.625466
P003801753,11950,S MICHIGAN,Chicago,IL,,41.6768771894216,-87.62047734284184
P003235263,5050,W MADISON,Chicago,IL,,41.880418170423425,-87.75142094678141
P003251456,2750,N ARTESIAN,Chicago,IL,,41.93126704081632,-87.68909565306122
P003879537,3550,W 16TH ST,Chicago,IL,,41.85898799999999,-87.71398599999998
P003199541,750,E 62ND ST,Chicago,IL,,41.78222,-87.60662399999998
P003811739,950,W 63RD,Chicago,IL,,41.780011,-87.62823099999999
P003859532,1150,W 88TH ST,Chicago,IL,,41.734118,-87.65267999999998
P003212895,4350,W FULLERTON,Chicago,IL,,41.924542,-87.72188199999998
P003231644,3950,S ALBANY,Chicago,IL,,41.82263799999999,-87.70200599999998
P003117848,2050,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003870727,2250,S WASHTENAW,Chicago,IL,,41.88062999999999,-87.69394299999998
P003144296,6350,S ASHLAND,Chicago,IL,,41.874251,-87.666686
P003108282,2750,N MILWAUKEE,Chicago,IL,,41.88681499999999,-87.64133599999998
P003261012,6250,S MARSHFIELD,Chicago,IL,,41.779913,-87.66543899999998
P003117837,6650,S ROCKWELL,Chicago,IL,,41.772356,-87.68834499999998
P003124016,5050,N BROADWAY,Chicago,IL,,41.933605,-87.64466299999998
P003015298,1850,W MONTROSE,Chicago,IL,,41.961499,-87.67567099999998
P003859531,3650,W ROOSEVELT,Chicago,IL,,41.867359,-87.63570699999998
P003118338,5450,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003012345,2250,N STOCKTON,Chicago,IL,,41.92293911168205,-87.6357527495772
P003177106,5650,W WAVELAND ST,Chicago,IL,,,
P003227689,2650,N MILWAUKEE,Chicago,IL,,41.92977543203837,-87.70856438907173
P003766276,1150,N KEYSTONE,Chicago,IL,,41.883346,-87.72717
P003216744,2350,W 50TH PL,Chicago,IL,,41.80205899999999,-87.68180999999998
P002085713,2050,S STATE,Chicago,IL,,41.85483617868365,-87.62713183212958
P003996201,1450,E 67TH ST,Chicago,IL,,41.772877,-87.62145699999998
P003257085,150,S CICERO,Chicago,IL,,41.87859699999999,-87.74520799999998
P003063620,550,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003091778,350,W 110TH PL,Chicago,IL,,41.69340174246272,-87.63080198598247
P003257095,150,N PINE,Chicago,IL,,41.883281322716314,-87.76329171486941
P003178565,4350,W WILCOX,Chicago,IL,,41.87876517052847,-87.73421100803252
P003298517,2550,W 63RD ST,Chicago,IL,,41.780011,-87.62823099999999
P003208485,3050,E 79TH ST,Chicago,IL,,41.751103,-87.61572999999999
P003311364,2250,S TROY,Chicago,IL,,41.85063119944821,-87.70399556188723
P003941686,5050,W PENSACOLA,Chicago,IL,,41.959731664311406,-87.75379349996678
P003043642,1250,S CALIFORNIA,Chicago,IL,,41.87971199999999,-87.69624899999998
P003872311,3950,W 16TH,Chicago,IL,,42.317834999999995,-87.863182
P003299084,1350,S CANAL,Chicago,IL,,41.87995599999999,-87.63962699999998
P003122264,4850,N MAGNOLIA,Chicago,IL,,41.970576965836436,-87.66108476080143
P003968755,2550,N SACRAMENTO,Chicago,IL,,41.92778070987136,-87.7024021546824
P003879188,2250,S WASHTENAW,Chicago,IL,,41.88062999999999,-87.69394299999998
P003161996,5150,W CHICAGO,Chicago,IL,,41.89495010045195,-87.75453249657406
P003795766,750,N CICERO,Chicago,IL,,41.880498,-87.745278
P003134399,6650,N SHERIDAN RD,Chicago,IL,,42.00305865306122,-87.6607998367347
P002524260,3350,W MONTROSE,Chicago,IL,,41.96114399999999,-87.71190899999998
P003223029,4350,W CERMAK RD,Chicago,IL,,41.851536,-87.733418
P003168455,6850,S EAST END,Chicago,IL,,41.77065371925641,-87.58378969719122
P003329083,3150,S LOWE,Chicago,IL,,41.837189291194136,-87.64260143470163
P002183592,2950,E 79TH ST,Chicago,IL,,41.75097999999999,-87.622996
P003941434,6750,W ADDISON,Chicago,IL,,41.94550199999999,-87.79476799999998
P003298589,3750,W 16TH ST,Chicago,IL,,41.85893,-87.71888
P003043644,1950,S ALBANY,Chicago,IL,,41.85455,-87.70290299999998
P002509419,750,W 43RD ST,Chicago,IL,,41.816213,-87.64391599999998
P003222841,150,,Chicago,IL,,41.651808410459935,-87.61811559747788
P003256875,150,S LARAMIE,Chicago,IL,,41.87914998040424,-87.75502085449426
P003117106,2050,W 69TH ST,Chicago,IL,,41.76905699999999,-87.63136199999998
P003795381,650,N LAVERGNE,Chicago,IL,,41.89268992036214,-87.75062572001455
P003359934,3250,W 32ND PL,Chicago,IL,,41.83491,-87.659858
P003949953,1150,W WINONA,Chicago,IL,,41.97522699999999,-87.65848499999998
P002031156,7550,N SEELEY,Chicago,IL,,42.01870108163265,-87.68163744897959
P003162445,10750,S STATE ST,Chicago,IL,,41.880743,-87.62772699999998
P003257126,5450,W MADISON ST,Chicago,IL,,41.88204199999999,-87.62780599999998
P003980253,7950,S RACINE,Chicago,IL,,41.71069099999999,-87.652625
P003043643,1550,S KEDZIE,Chicago,IL,,41.88031699999999,-87.70609999999998
P003298671,550,N LAKE SHORE DR,Chicago,IL,,41.89191,-87.61421699999998
P003878157,3150,W 26TH,Chicago,IL,,41.844523,-87.70442599999998
P003274560,350,S MICHIGAN,Chicago,IL,,41.88131899999999,-87.62426099999998
P003073541,50,W NORTH,Chicago,IL,,41.91119173830461,-87.63105338044393
P003925907,2850,W JACKSON,Chicago,IL,,41.87742486391411,-87.6971373073495
P003164489,8950,S COMMERCIAL,Chicago,IL,,41.73279735983221,-87.55132050391519
P003225873,1750,W 79TH,Chicago,IL,,41.750304425555704,-87.66743546210066
P003764476,3450,W AUGUSTA,Chicago,IL,,41.89914,-87.71277499999998
P003222301,1250,S CALIFORNIA,Chicago,IL,,41.87971199999999,-87.69624899999998
P003811783,6050,S HALSTED,Chicago,IL,,41.78503899999999,-87.64491599999998
P003012344,2250,W STOCKTON,Chicago,IL,,,
P003878156,2450,S CALIFORNIA,Chicago,IL,,41.878345,-87.69621599999998
P003207751,8250,S EXCHANGE,Chicago,IL,,41.74527813121123,-87.552771593335
P003869930,1850,S PULASKI,Chicago,IL,,41.87976199999999,-87.72563699999998
P003207752,7950,S BURNHAM,Chicago,IL,,41.750712110234964,-87.55651278387833
P003139717,1850,E 70TH ST,Chicago,IL,,41.767947093982364,-87.5796698192843
P003968752,1850,N KEDZIE,Chicago,IL,,41.88230099999999,-87.70615999999998
P003157329,7050,S ASHLAND,Chicago,IL,,41.87163,-87.66643899999998
P002325714,2250,S LEAVITT,Chicago,IL,,41.880493,-87.68151799999998
P003221185,2550,S ALBANY,Chicago,IL,,41.879688,-87.70293599999998
P003284926,2350,N MANGO,Chicago,IL,,41.92279897944408,-87.76959651019868
P003162051,4850,W MADISON,Chicago,IL,,41.88204199999999,-87.62780599999998
P003879189,2750,W 22ND PL,Chicago,IL,,41.850993,-87.694807
P003298233,3650,W ROOSEVELT RD,Chicago,IL,,41.867359,-87.63570699999998
P003044539,7050,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003122266,5850,N LINCOLN,Chicago,IL,,41.98775613018032,-87.70295722006672
P003112124,6150,S EVANS,Chicago,IL,,41.78228969659608,-87.60722853262682
P003995501,6350,S FAIRFIELD,Chicago,IL,,41.77802094209285,-87.69214562271843
P003941281,5350,W BELMONT,Chicago,IL,,41.93865217064128,-87.76039158597173
P001872039,850,N DAMEN,Chicago,IL,,41.89709642019818,-87.67708537278327
P003091784,750,W 123RD ST,Chicago,IL,,41.670707,-87.624848
P003010784,150,W GRAND,Chicago,IL,,41.891646,-87.62965199999998
P003808256,10050,S MICHIGAN,Chicago,IL,,41.71148893875187,-87.61998571069395
P003235264,650,S HURON,Chicago,IL,,,
P003125799,6250,S M L K DR,Chicago,IL,,,
P003983328,1150,N ASHLAND,Chicago,IL,,41.88172099999999,-87.66687299999998
P003134451,6050,N SHERIDAN RD,Chicago,IL,,41.99195699999999,-87.65544399999999
P001990675,1850,W MELROSE,Chicago,IL,,41.94052467470892,-87.67513139266914
P003248809,950,W ADAMS ST,Chicago,IL,,41.879438,-87.62935199999998
P003136417,50,E 103RD ST,Chicago,IL,,41.707188660349004,-87.621804986716
P003231646,2650,W POPE JOHN PAUL,Chicago,IL,,41.8155907880428,-87.6913774823782
P003808257,11450,S PERRY,Chicago,IL,,41.686196,-87.625635
P003812704,1950,W 59TH STREET,Chicago,IL,,41.786638093764246,-87.67324518570551
P003045019,8050,S MANISTEE,Chicago,IL,,41.749100456469385,-87.55769821884506
P003007520,6550,S DAMEN,Chicago,IL,,41.88001299999999,-87.67661199999998
P003859153,9150,S ASHLAND,Chicago,IL,,41.87162599999999,-87.66661599999998
P003220368,3350,W 26 ST,Chicago,IL,,,
P003797303,4850,W MADISON,Chicago,IL,,41.88204199999999,-87.62780599999998
P003257054,4850,W MADISON ST,Chicago,IL,,41.88204199999999,-87.62780599999998
P002524271,3150,W BRYN MAWR,Chicago,IL,,41.98307599999999,-87.70816099999998
P003066614,5250,W FULLERTON,Chicago,IL,,41.924542,-87.72188199999998
P003114278,5550,S ASHLAND,Chicago,IL,,41.880167,-87.66684099999998
P003077566,12350,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003888028,50,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003927061,3650,W 26TH,Chicago,IL,,41.84435860000932,-87.7166454794287
P003299085,1350,S CANAL,Chicago,IL,,41.87995599999999,-87.63962699999998
P003871801,3750,W CHICAGO AVE,Chicago,IL,,41.89664299999999,-87.63070499999998
P003311363,2550,S SACRAMENTO,Chicago,IL,,41.87971900000001,-87.70116799999998
P003996253,1250,E 67TH ST,Chicago,IL,,41.772877,-87.62145699999998
P003879177,2450,S HOMAN,Chicago,IL,,41.84715046885381,-87.70998840392905
P003222336,1550,S KOMENSKY,Chicago,IL,,41.85995704804422,-87.72620955650976
P003251706,1550,W DIVISION,Chicago,IL,,41.90386199999999,-87.63392299999998
P002313072,1050,N CENTRAL,Chicago,IL,,41.88153799999999,-87.71584999999997
P003222755,50,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003806263,10450,S MICHIGAN,Chicago,IL,,41.70426499999999,-87.62059499999998
P003124231,5650,N BROADWAY,Chicago,IL,,41.933605,-87.64466299999998
P003090703,10750,S STATE ST,Chicago,IL,,41.880743,-87.62772699999998
P003941551,1650,W 47TH STREET,Chicago,IL,,41.809142,-87.63149699999998
P003227839,6550,S SANGAMON,Chicago,IL,,41.77512993839019,-87.64831050380192
P003884854,2450,S SPAULDING,Chicago,IL,,41.84673501294982,-87.7075424044447
P003995706,5050,S LOOMIS,Chicago,IL,,41.88070799999999,-87.66196499999998
P003823651,4750,S DAMON,Chicago,IL,,,
P003222227,9250,S CRANDON,Chicago,IL,,41.72738501877517,-87.56787819428861
P003764478,50,S PULASKI,Chicago,IL,,41.88002826900354,-87.72564714228336
P002085712,250,W 63RD ST,Chicago,IL,,41.780011,-87.62823099999999
P003879180,2850,W CERMAK,Chicago,IL,,41.852969,-87.62779299999998
P003329092,3550,S WOLCOTT,Chicago,IL,,41.829253758393136,-87.67281052183095
P003156796,10750,S WASHTENAW,Chicago,IL,,41.88062999999999,-87.69394299999998
P003260951,6350,S HONORE,Chicago,IL,,41.77820385059246,-87.67026461988766
P003298234,3650,W ROOSEVELT RD,Chicago,IL,,41.867359,-87.63570699999998
P003802243,10450,S WENTWORTH,Chicago,IL,,41.857775,-87.6319
P003135813,50,E 113TH PL,Chicago,IL,,41.68806260048406,-87.62227756014545
P003043972,2550,S WHIPPLE ST,Chicago,IL,,41.84506999999999,-87.70137599999998
P003256925,5450,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003330956,8750,S COMMERCIAL,Chicago,IL,,41.736238,-87.55140399999998
P001766676,4050,S ARCHER,Chicago,IL,,41.82002299999999,-87.69456599999998
P003207353,8750,S COMMERCIAL,Chicago,IL,,41.736238,-87.55140399999998
P003090821,1350,S ST LOUIS,Chicago,IL,,41.878928,-87.71354099999998
P003234098,1950,W DEVON,Chicago,IL,,41.99792599999999,-87.67864699999998
P002120071,2650,E 79TH ST,Chicago,IL,,41.75097999999999,-87.622996
P003132626,1250,W LAWRENCE,Chicago,IL,,41.96900099999999,-87.66128499999998
P003952278,4950,N BROADWAY,Chicago,IL,,41.97222342857142,-87.65975869387755
P003256921,50,S LOTUS,Chicago,IL,,41.879786695282505,-87.76180638471416
P003257062,150,S CICERO,Chicago,IL,,41.87859699999999,-87.74520799999998
P003117834,6950,S INDIANA,Chicago,IL,,41.67627199999999,-87.61776499999998
P003274561,650,S MICHIGAN,Chicago,IL,,41.87410883200106,-87.62415900903405
P003981810,7950,S DAMEN,Chicago,IL,,41.748602180569385,-87.67309120813243
P003872318,2850,W ROOSEVELT RD,Chicago,IL,,41.86649058141998,-87.69748722022163
P003911188,3050,W MADISON ST,Chicago,IL,,41.881917,-87.63676599999998
P002518680,1350,W TOUHY,Chicago,IL,,42.317834999999995,-87.863182
P003249233,7150,S PRAIRIE,Chicago,IL,,41.76451969696416,-87.61845167461409
P003217389,5150,S MAY ST,Chicago,IL,,41.761436,-87.65280599999998
P003161752,11250,E 120TH,Chicago,IL,,41.676223,-87.62106599999998
P003822926,1750,W 51ST ST,Chicago,IL,,41.801828,-87.63070799999998
P003808254,550,W 119TH ST,Chicago,IL,,41.677749,-87.646562
P004001760,50,W WACKER DR,Chicago,IL,,41.886878226707424,-87.63036076717964
P003324905,1250,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003090515,350,E 47TH ST,Chicago,IL,,41.809249,-87.625268
P003063619,450,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003342427,5250,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003829201,3350,S WENTWORTH,Chicago,IL,,41.833180456049455,-87.63156483842094
P003878152,2250,S KEDZIE,Chicago,IL,,41.85064951566702,-87.70521994707957
P003851133,2950,E 87TH ST,Chicago,IL,,41.73736914285714,-87.55212771428572
P003122263,5450,N BROADWAY,Chicago,IL,,41.933605,-87.64466299999998
P003223284,3350,W 26 ST,Chicago,IL,,,
P003328952,1550,W 51 ST,Chicago,IL,,,
P003329027,3250,S ARCHER AVE,Chicago,IL,,41.834973778133545,-87.67017101460932
P001976680,5250,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003780476,7450,N CLARK,Chicago,IL,,42.017007757555255,-87.67538661027237
P003222632,3750,W 16TH ST,Chicago,IL,,41.85893,-87.71888
P002514906,2750,E 79TH,Chicago,IL,,41.75097999999999,-87.622996
P003304101,1150,W BRN MAWR,Chicago,IL,,,
P003220976,1550,W MARQUETTE RD,Chicago,IL,,41.77273,-87.62804399999999
P003232014,850,W 37 ST,Chicago,IL,,,
P003324904,150,W 18TH ST,Chicago,IL,,41.857761,-87.63376199999998
P003882626,850,N MICHIGAN,Chicago,IL,,41.88447099999999,-87.62445199999998
P003043847,2650,S CENTRAL PK,Chicago,IL,,,
P003218237,4550,S PAULINA ST,Chicago,IL,,41.81128980705665,-87.66748704934909
P003134890,7350,N ROGERS,Chicago,IL,,42.01433953054821,-87.6788334575194
P003015520,3750,S HALSTED ST,Chicago,IL,,41.88049199999999,-87.647322
P003298382,150,W KINZIE,Chicago,IL,,41.889212,-87.63105999999998
P003118361,50,E 69TH ST,Chicago,IL,,41.76917696329395,-87.62379799936184
P003082502,4850,W WEST END,Chicago,IL,,41.88311193410707,-87.74691378697067
P003220365,3050,S KEDVALE,Chicago,IL,,41.837960047082845,-87.7280255855569
P002120072,7950,S SOUTH SHORE,Chicago,IL,,41.75093860400197,-87.54803137755188
P003086376,7950,S WABASH ST,Chicago,IL,,,
P003005557,150,,Chicago,IL,,41.651808410459935,-87.61811559747788
P003208305,10550,S EWING,Chicago,IL,,41.70363032719972,-87.53528399999998
P003990301,150,W 18TH ST,Chicago,IL,,41.857761,-87.63376199999998
P003111971,550,W KINZIE ST,Chicago,IL,,41.88905799999999,-87.64139199999998
P003097401,2850,W ARTHINGTON,Chicago,IL,,41.8701371992385,-87.69754436675663
P003178566,4150,W JACKSON,Chicago,IL,,41.878045,-87.639561
P003941426,6850,S PAULINA,Chicago,IL,,41.88059799999999,-87.669279
P003274828,1350,S WABASH,Chicago,IL,,41.869723,-87.62588799999997
P003324903,150,W 18TH ST,Chicago,IL,,41.857761,-87.63376199999998
P002101021,3350,W BRYN MAWR,Chicago,IL,,41.98302199999999,-87.71252199999999
P003801692,11750,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003266995,5650,S ARTESIAN,Chicago,IL,,41.791083196538466,-87.68521254350098
P003372380,250,S STATE,Chicago,IL,,41.878176,-87.62767699999998
P003243202,50,E ROOSEVELT,Chicago,IL,,41.867487588235285,-87.62686647058823
P003218112,4850,S ASHLAND AVE,Chicago,IL,,41.880167,-87.66684099999998
P003329652,1550,W 51ST ST,Chicago,IL,,41.801828,-87.63070799999998
P003088876,7950,S INGLESIDE,Chicago,IL,,41.750393326530606,-87.60152148979591
P003257076,5550,W CHICAGO,Chicago,IL,,41.89664299999999,-87.63070499999998
P003047485,3650,W ROOSEVELT RD,Chicago,IL,,41.867359,-87.63570699999998
P003043958,2750,W CERMAK,Chicago,IL,,41.852969,-87.62779299999998
P003221006,2350,S PULASKI,Chicago,IL,,41.84877399999999,-87.72468499999998
P003372403,6750,S CAMPBELL,Chicago,IL,,41.771008377524616,-87.68585607764
P003245061,6050,W GIDDINGS,Chicago,IL,,41.966650586774826,-87.77842669999731
P003256868,850,N CICERO,Chicago,IL,,41.89674999999999,-87.74585199999999
P003139722,50,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003256867,750,N CICERO,Chicago,IL,,41.880498,-87.745278
P003245122,550,N LEAMINGTON,Chicago,IL,,41.89033793591312,-87.75420925020356
P003124012,5450,N BROADWAY,Chicago,IL,,41.933605,-87.64466299999998
P003925906,50,S KEDZIE,Chicago,IL,,41.88064498255436,-87.70611199936172
P003249565,6450,S COTTAGE GROVE,Chicago,IL,,41.77766748058194,-87.60586860287782
P003087907,7850,S ASHLAND,Chicago,IL,,41.87163,-87.66643899999998
P003073191,50,E CHICAGO AVE,Chicago,IL,,41.896706,-87.626165
P003795761,1150,S CICERO,Chicago,IL,,41.878149,-87.745194
P003372378,2150,S EUCLID,Chicago,IL,,42.317834999999995,-87.863182
P003878177,2150,S KEDZIE,Chicago,IL,,41.88031699999999,-87.70609999999998
P003797314,1750,W 51ST,Chicago,IL,,41.801828,-87.63070799999998
P003133953,6150,N SHERIDAN,Chicago,IL,,41.99380299999999,-87.655501
P003043647,4450,W OGDEN,Chicago,IL,,41.847488337966716,-87.73495086815045
P003043636,1950,S KEDZIE,Chicago,IL,,41.88031699999999,-87.70609999999998
P003118335,2250,W 47TH ST,Chicago,IL,,41.80908699999999,-87.63337199999998
P003879194,2350,S KEDZIE,Chicago,IL,,41.849027050116256,-87.70517250414684
P003021269,6550,S VERNON,Chicago,IL,,41.77569943856132,-87.61431508536644
P003139705,6350,S COTTAGE GROVE,Chicago,IL,,41.7794787667052,-87.60590898864555
P003227315,3450,W BEACH ST,Chicago,IL,,,
P003239457,1250,N L S D,Chicago,IL,,,
P003814004,1150,W 74TH ST,Chicago,IL,,41.76001999999999,-87.62703199999999
P003132735,5250,N WESTERN,Chicago,IL,,41.97770799999999,-87.68922099999997
P003210928,1150,N KEYSTONE,Chicago,IL,,41.883346,-87.72717
P003165880,9150,S CHAPPEL,Chicago,IL,,41.72884788079871,-87.57430150312975
P003261028,1450,W 69TH ST,Chicago,IL,,41.768598263957855,-87.66063505224716
P003117847,350,E 71ST ST,Chicago,IL,,41.765543,-87.62329499999998
P003043637,1350,W HOMAN,Chicago,IL,,,
P003111974,550,W KINZIE ST,Chicago,IL,,41.88905799999999,-87.64139199999998
P003160054,8250,S EXCHANGE,Chicago,IL,,41.74527813121123,-87.552771593335
P003236251,10850,S HALSTED,Chicago,IL,,41.88049199999999,-87.647322
P003045021,10750,S MICHIGAN,Chicago,IL,,41.6989748211706,-87.62090364765699
P003136476,11550,S MICHIGAN,Chicago,IL,,41.86753,-87.62402099999998
P003223030,1250,S HARDING,Chicago,IL,,41.86502996164361,-87.72391859366644
P003243777,1650,W HOWARD,Chicago,IL,,42.019429,-87.69487900000001
